Date;Confirmed;Deaths;Recovered;start_date;lockdown_severity;maximum_together;mentality_grade;government_performance;kindergarten_closed;Highschool closed;University_closed;Grocery_max_in_store;Cinemas closed;sports_games_prohibited_all;Month;Spring holiday;Passenger transport inc transit;Transit direct;Passengers scheduled;Passengers non scheduled;Passengers Europe;Passengers intercontinental;Passengers O&D;Passengers Transfer;Air transport movements;Air transport movements Europe;Air transport movements intercontinental;Cargo;Cargo Europe;Cargo North America;Cargo Latin America;Cargo Middle East;Cargo Far East;Travel advice Italy updated;Second confirmed case;Third Confirmed case;Larger events banned;Events more than 100 banned;Flights cancelled ch, it, ir, s.kor;Restaurants closed;Schools closed;Stricter social distance rules;Decline in patients;Contact professions closed;Work from home;Universities closed;maximum_together_sports;Borders closed third countries;DDVEC_S;FHVEC_S;FG_S;FHX_S;FHXH_S;FHN_S;FHNH_S;FXX_S;FXXH_S;TG_S;TN_S;TNH_S;TX_S;TXH_S;T10N_S;T10NH_S;SQ_S;SP_S;Q_S;DR_S;RH_S;RHX_S;RHXH_S;PG_S;PX_S;PXH_S;PN_S;PNH_S;VVN_S;VVNH_S;VVX_S;VVXH_S;NG_S;UG_S;UX_S;UXH_S;UN_S;UNH_S;EV24_S;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;Population;Children born;Deats total;Immigration;Emmigration;Population Growth
2020-04-26;37845;4475;0;1;7;3;7.0;8;1;1;1;30;1;1;400;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;306;11;14;40;15;0;2;70;15;94;19;5;157;14;-16;6;100;69;2239;0;0;0;1;10122;10139;1;10100;24;62;4;81;14;1;73;94;3;51;13;32;336;9;15;30;16;0;22;60;12;90;17423980;13598;16202;15740;12910;126
2020-04-27;38245;4518;0;1;7;3;7.0;8;1;1;1;30;1;1;400;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;295;15;33;60;14;10;1;90;13;122;51;3;197;13;3;6;101;69;2181;0;0;0;1;10075;10098;1;10064;18;44;3;80;15;4;70;98;3;38;12;34;265;10;24;40;11;10;1;90;11;124;17423980;13598;16202;15740;12910;126
2020-04-28;38416;4566;0;1;7;3;7.0;8;1;1;1;30;1;1;400;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;41;47;48;60;9;30;1;100;9;91;77;24;106;14;73;6;0;0;422;68;29;5;8;10047;10066;1;10034;24;44;23;70;2;8;87;96;24;81;2;6;35;29;30;50;10;20;16;100;10;94;17423980;13598;16202;15740;12910;126
2020-04-29;38802;4711;0;1;7;3;7.0;8;1;1;1;30;1;1;400;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;214;25;39;60;11;0;6;130;21;109;77;3;153;16;76;6;28;19;1114;62;37;10;3;10027;10049;13;9999;24;42;6;80;14;8;84;97;3;61;15;17;209;28;33;60;22;10;1;130;22;117;17423980;13598;16202;15740;12910;126
2020-04-30;39316;4795;0;1;7;3;7.0;8;1;1;1;30;1;1;400;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;207;60;66;100;9;40;4;220;20;112;84;24;160;16;75;6;72;49;1669;19;32;12;20;9978;9996;10;9962;17;65;23;83;19;7;72;88;3;41;16;25;199;44;48;70;8;30;4;140;20;115;17423980;13598;16202;15740;12910;126
2020-05-01;39791;4893;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;238;62;70;100;13;40;22;150;9;105;82;7;143;14;76;6;49;33;1327;21;57;23;7;9987;10023;24;9969;1;58;10;80;14;8;80;90;7;67;13;20;231;37;43;70;11;20;20;140;10;105;17423980;13598;16202;15740;12910;126
2020-05-02;40236;4987;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;276;53;56;80;9;20;22;120;8;105;73;22;135;13;52;24;78;52;1833;10;14;9;5;10089;10146;24;10024;1;57;24;79;13;6;79;91;24;69;12;27;272;31;34;50;10;20;6;110;5;103;17423980;13598;16202;15740;12910;126
2020-05-03;40571;5056;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;353;8;23;50;14;10;2;90;14;115;57;5;161;14;24;6;51;34;1681;15;6;3;13;10169;10178;22;10148;1;15;5;82;15;7;76;98;3;54;15;26;281;3;17;30;14;10;4;70;14;110;17423980;13598;16202;15740;12910;126
2020-05-04;40770;5082;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;42;47;49;60;7;30;2;100;15;108;61;24;149;13;34;24;113;75;2514;0;-1;-1;1;10203;10236;23;10172;3;63;2;82;15;3;70;90;2;55;11;38;29;37;38;50;8;10;1;100;18;108;17423980;13598;16202;15740;12910;126
2020-05-05;41087;5168;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;1;1;1;3;1;45;44;46;70;9;20;5;110;19;93;42;5;138;14;19;6;137;91;2505;0;0;0;1;10230;10251;23;10223;15;70;23;82;8;1;64;83;23;45;14;36;37;35;36;50;8;10;4;100;8;92;17423980;13598;16202;15740;12910;126
2020-05-06;41319;5204;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;0;1;1;3;1;51;29;31;50;16;20;9;80;15;110;45;4;164;15;7;6;142;93;2665;0;0;0;1;10261;10267;21;10251;1;70;4;83;18;1;63;85;24;41;13;40;20;19;25;40;13;10;9;80;13;106;17423980;13598;16202;15740;12910;126
2020-05-07;41774;5288;0;1;5;3;7.0;8;1;1;1;30;1;1;500;0;126877;862;123257;2758;67684;58331;64573;61442;4242;2046;2196;93255;8656;7609;4235;8250;16580;1;0;0;1;1;1;1;1;1;0;0;1;1;3;1;28;6;14;40;16;0;5;70;15;124;40;4;195;14;2;6;141;92;2564;0;0;0;1;10234;10262;1;10205;24;59;24;79;8;4;66;95;4;39;17;40;42;8;14;40;18;0;5;60;17;120;17423980;13598;16202;15740;12910;126
