Date;Confirmed;Deaths;Recovered;start_date;NewCases;lockdown_severity;lockdown_severity;maximum_together;mentality_grade;government_performance;kindergarten_closed;Highschool closed;University_closed;Grocery_max_in_store;Cinemas closed;restaurants_closed_to_everyone;first_school_closure;Month;Spring holiday;Passenger transport inc transit;Transit direct;Passengers scheduled;Passengers non scheduled;Passengers Europe;Passengers intercontinental;Passengers O&D;Passengers Transfer;Air transport movements;Air transport movements Europe;Air transport movements intercontinental;Cargo;Cargo Europe;Cargo North America;Cargo Latin America;Cargo Middle East;Cargo Far East;Travel advice Italy updated;Second confirmed case;Third Confirmed case;Larger events banned;Events more than 100 banned;Flights cancelled ch, it, ir, s.kor;Restaurants closed;Stricter social distance rules;Decline in patients;Contact professions closed;Work from home;maximum_together_sports;Borders closed third countries;DDVEC_S;FHVEC_S;FG_S;FHX_S;FHXH_S;FHN_S;FHNH_S;FXX_S;FXXH_S;TG_S;TN_S;TNH_S;TX_S;TXH_S;T10N_S;T10NH_S;SQ_S;SP_S;Q_S;DR_S;RH_S;RHX_S;RHXH_S;PG_S;PX_S;PXH_S;PN_S;PNH_S;VVN_S;VVNH_S;VVX_S;VVXH_S;NG_S;UG_S;UX_S;UXH_S;UN_S;UNH_S;EV24_S;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;TN;TNH;TX;TXH;T10N;T10NH;SQ;SP;Q;DR;RH;RHX;RHXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG;UG;UX;UXH;UN;UNH;EV24;Population;Children born;Deats total;Immigration;Emmigration
2020-02-11;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;263.0;142.0;143.0;160.0;1.0;130.0;17.0;240.0;3.0;62.0;37.0;17.0;77.0;13.0;34.0;18.0;31.0;32.0;509.0;11.0;5.0;3.0;17.0;10019.0;10069.0;24.0;9960.0;1.0;66.0;2.0;80.0;18.0;7.0;60.0;66.0;17.0;52.0;15.0;7.0;257.0;80.0;80.0;90.0;1.0;70.0;17.0;200.0;1.0;63.0;49.0;1.0;73.0;13.0;42.0;6.0;23.0;24.0;392.0;1.0;3.0;3.0;1.0;10028.0;10078.0;24.0;9971.0;1.0;67.0;5.0;81.0;19.0;7.0;56.0;60.0;1.0;50.0;19.0;5.0;17414806;12866;12872;21320;12140
2020-02-12;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;256.0;93.0;96.0;130.0;1.0;40.0;22.0;200.0;1.0;53.0;13.0;23.0;76.0;13.0;1.0;24.0;34.0;35.0;484.0;1.0;1.0;1.0;16.0;10115.0;10145.0;18.0;10072.0;1.0;66.0;24.0;80.0;17.0;6.0;68.0;88.0;24.0;61.0;12.0;6.0;250.0;54.0;56.0;70.0;1.0;30.0;20.0;180.0;2.0;55.0;33.0;22.0;77.0;14.0;14.0;24.0;36.0;37.0;482.0;1.0;1.0;1.0;16.0;10121.0;10151.0;20.0;10080.0;2.0;66.0;24.0;80.0;15.0;7.0;66.0;84.0;23.0;56.0;13.0;6.0;17414806;12866;12872;21320;12140
2020-02-13;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;190.0;48.0;63.0;100.0;10.0;40.0;2.0;160.0;10.0;57.0;31.0;1.0;84.0;13.0;21.0;6.0;9.0;9.0;219.0;65.0;106.0;24.0;10.0;10009.0;10123.0;1.0;9939.0;15.0;50.0;11.0;70.0;4.0;7.0;88.0;93.0;11.0;82.0;13.0;3.0;190.0;33.0;41.0;70.0;9.0;20.0;16.0;140.0;8.0;57.0;31.0;1.0;87.0;13.0;19.0;6.0;6.0;6.0;179.0;87.0;143.0;31.0;10.0;10016.0;10130.0;1.0;9946.0;16.0;57.0;16.0;75.0;13.0;8.0;87.0;91.0;16.0;78.0;14.0;2.0;17414806;12866;12872;21320;12140
2020-02-14;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;232.0;38.0;55.0;70.0;5.0;40.0;1.0;110.0;23.0;73.0;57.0;4.0;90.0;12.0;54.0;6.0;21.0;21.0;443.0;0.0;-1.0;-1.0;1.0;10172.0;10205.0;18.0;10072.0;1.0;59.0;4.0;80.0;14.0;8.0;80.0;94.0;4.0;69.0;14.0;6.0;229.0;29.0;37.0;50.0;14.0;30.0;1.0;100.0;15.0;73.0;56.0;5.0;87.0;17.0;53.0;6.0;15.0;15.0;369.0;8.0;3.0;1.0;2.0;10176.0;10213.0;17.0;10076.0;1.0;59.0;5.0;80.0;12.0;8.0;79.0;93.0;5.0;68.0;12.0;5.0;17414806;12866;12872;21320;12140
2020-02-15;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;194.0;100.0;101.0;150.0;22.0;60.0;3.0;230.0;22.0;103.0;73.0;5.0;130.0;22.0;66.0;6.0;9.0;9.0;351.0;2.0;1.0;1.0;19.0;10115.0;10183.0;1.0;10032.0;24.0;59.0;23.0;75.0;15.0;8.0;80.0;88.0;7.0;70.0;22.0;5.0;193.0;67.0;68.0;100.0;20.0;50.0;1.0;190.0;23.0;106.0;75.0;1.0;135.0;24.0;66.0;6.0;7.0;7.0;371.0;4.0;1.0;1.0;19.0;10127.0;10192.0;1.0;10044.0;24.0;64.0;7.0;80.0;17.0;8.0;75.0;82.0;5.0;66.0;22.0;6.0;17414806;12866;12872;21320;12140
2020-02-16;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;215.0;130.0;139.0;160.0;8.0;100.0;18.0;250.0;16.0;114.0;81.0;19.0;148.0;15.0;73.0;24.0;0.0;0.0;141.0;87.0;130.0;56.0;16.0;9983.0;10034.0;24.0;9923.0;15.0;28.0;11.0;75.0;2.0;8.0;84.0;97.0;16.0;69.0;24.0;2.0;212.0;89.0;95.0;130.0;16.0;60.0;19.0;240.0;16.0;121.0;81.0;19.0;167.0;15.0;77.0;24.0;0.0;0.0;180.0;64.0;126.0;66.0;17.0;9996.0;10047.0;24.0;9934.0;16.0;56.0;10.0;80.0;12.0;8.0;78.0;92.0;17.0;65.0;15.0;3.0;17414806;12866;12872;21320;12140
2020-02-17;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;230.0;105.0;108.0;130.0;1.0;70.0;21.0;220.0;1.0;80.0;53.0;12.0;95.0;11.0;46.0;12.0;53.0;53.0;566.0;12.0;32.0;30.0;12.0;10095.0;10144.0;24.0;10043.0;1.0;59.0;12.0;75.0;13.0;6.0;76.0;86.0;21.0;64.0;5.0;8.0;225.0;71.0;72.0;90.0;1.0;50.0;22.0;220.0;1.0;81.0;66.0;8.0;101.0;11.0;55.0;12.0;55.0;55.0;631.0;9.0;42.0;19.0;21.0;10105.0;10152.0;24.0;10058.0;1.0;61.0;5.0;80.0;14.0;5.0;73.0;87.0;21.0;63.0;4.0;9.0;17414806;12866;12872;21320;12140
2020-02-18;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;237.0;96.0;99.0;120.0;18.0;70.0;8.0;190.0;19.0;77.0;51.0;23.0;93.0;12.0;47.0;24.0;57.0;56.0;676.0;19.0;50.0;43.0;23.0;10163.0;10190.0;10.0;10109.0;24.0;57.0;22.0;77.0;15.0;7.0;74.0;92.0;24.0;64.0;15.0;9.0;232.0;64.0;67.0;90.0;21.0;40.0;6.0;170.0;17.0;76.0;37.0;24.0;96.0;15.0;33.0;24.0;60.0;59.0;666.0;20.0;53.0;37.0;24.0;10170.0;10197.0;9.0;10116.0;23.0;58.0;11.0;79.0;16.0;7.0;73.0;91.0;24.0;62.0;15.0;9.0;17414806;12866;12872;21320;12140
2020-02-19;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;258.0;69.0;82.0;110.0;11.0;50.0;19.0;160.0;12.0;64.0;53.0;7.0;79.0;13.0;42.0;12.0;38.0;37.0;575.0;45.0;11.0;3.0;23.0;10166.0;10195.0;15.0;10110.0;1.0;60.0;20.0;73.0;16.0;7.0;78.0;93.0;24.0;68.0;15.0;8.0;249.0;42.0;49.0;70.0;12.0;30.0;1.0;130.0;12.0;62.0;45.0;1.0;82.0;13.0;40.0;6.0;43.0;42.0;608.0;41.0;44.0;38.0;1.0;10171.0;10199.0;14.0;10113.0;1.0;61.0;21.0;74.0;15.0;7.0;76.0;92.0;1.0;60.0;15.0;8.0;17414806;12866;12872;21320;12140
2020-02-20;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;230.0;79.0;96.0;110.0;10.0;80.0;1.0;240.0;21.0;79.0;44.0;21.0;99.0;12.0;39.0;24.0;1.0;1.0;272.0;59.0;90.0;41.0;18.0;10113.0;10169.0;24.0;10050.0;17.0;28.0;1.0;75.0;11.0;7.0;83.0;95.0;1.0;70.0;23.0;4.0;223.0;59.0;68.0;90.0;12.0;50.0;1.0;180.0;18.0;82.0;47.0;21.0;104.0;15.0;43.0;24.0;15.0;15.0;430.0;52.0;57.0;22.0;18.0;10121.0;10175.0;24.0;10061.0;17.0;56.0;18.0;75.0;9.0;8.0;80.0;92.0;1.0;66.0;24.0;6.0;17414806;12866;12872;21320;12140
2020-02-21;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;0.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;240.0;96.0;100.0;130.0;24.0;70.0;5.0;200.0;24.0;77.0;50.0;2.0;94.0;24.0;40.0;6.0;30.0;29.0;514.0;0.0;0.0;0.0;1.0;10212.0;10232.0;11.0;10178.0;1.0;63.0;11.0;74.0;1.0;5.0;75.0;78.0;17.0;72.0;1.0;7.0;230.0;59.0;61.0;80.0;21.0;30.0;6.0;150.0;21.0;73.0;40.0;8.0;89.0;15.0;28.0;6.0;15.0;15.0;466.0;0.0;0.0;0.0;1.0;10220.0;10242.0;12.0;10184.0;1.0;64.0;8.0;76.0;1.0;6.0;73.0;81.0;8.0;67.0;2.0;6.0;17414806;12866;12872;21320;12140
2020-02-22;0.0;0.0;0.0;0.0;0.0;0;1;1000.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;0.0;235.0;121.0;123.0;160.0;13.0;70.0;23.0;230.0;13.0;94.0;75.0;6.0;121.0;14.0;69.0;12.0;11.0;11.0;340.0;42.0;24.0;11.0;21.0;10162.0;10191.0;24.0;10138.0;9.0;58.0;11.0;75.0;21.0;8.0;81.0;88.0;23.0;77.0;1.0;5.0;231.0;76.0;79.0;100.0;7.0;30.0;23.0;190.0;8.0;92.0;69.0;8.0;117.0;15.0;61.0;12.0;1.0;1.0;186.0;18.0;9.0;6.0;8.0;10172.0;10196.0;24.0;10150.0;7.0;60.0;24.0;80.0;7.0;8.0;77.0;85.0;12.0;67.0;7.0;3.0;17414806;12866;12872;21320;12140
2020-02-23;0.0;0.0;0.0;0.0;0.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;262.0;90.0;101.0;170.0;11.0;30.0;8.0;270.0;11.0;83.0;51.0;24.0;119.0;12.0;39.0;24.0;7.0;7.0;248.0;90.0;261.0;63.0;8.0;10139.0;10226.0;24.0;10056.0;10.0;25.0;7.0;75.0;18.0;7.0;85.0;98.0;7.0;70.0;21.0;3.0;259.0;57.0;63.0;110.0;10.0;20.0;8.0;210.0;10.0;87.0;54.0;24.0;129.0;13.0;40.0;24.0;7.0;7.0;152.0;93.0;317.0;79.0;8.0;10144.0;10230.0;24.0;10066.0;10.0;23.0;7.0;75.0;15.0;7.0;82.0;97.0;7.0;68.0;21.0;2.0;17414806;12866;12872;21320;12140
2020-02-24;0.0;0.0;0.0;0.0;0.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;227.0;80.0;92.0;160.0;15.0;30.0;2.0;250.0;14.0;76.0;36.0;2.0;109.0;20.0;21.0;6.0;0.0;0.0;129.0;73.0;106.0;38.0;14.0;10100.0;10227.0;1.0;10009.0;23.0;31.0;12.0;75.0;9.0;8.0;87.0;96.0;11.0;79.0;3.0;2.0;223.0;53.0;60.0;90.0;14.0;20.0;1.0;190.0;14.0;76.0;36.0;2.0;108.0;22.0;14.0;6.0;0.0;0.0;145.0;76.0;101.0;30.0;16.0;10108.0;10231.0;1.0;10015.0;24.0;39.0;10.0;75.0;9.0;8.0;85.0;96.0;12.0;76.0;1.0;2.0;17414806;12866;12872;21320;12140
2020-02-25;0.0;0.0;0.0;0.0;0.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;253.0;74.0;78.0;110.0;10.0;40.0;19.0;170.0;8.0;63.0;28.0;22.0;93.0;1.0;13.0;24.0;66.0;63.0;735.0;28.0;47.0;27.0;22.0;9971.0;10013.0;1.0;9915.0;23.0;15.0;22.0;80.0;9.0;5.0;75.0;92.0;22.0;64.0;12.0;10.0;246.0;49.0;52.0;70.0;1.0;30.0;18.0;150.0;12.0;66.0;19.0;24.0;103.0;1.0;19.0;24.0;60.0;57.0;843.0;24.0;35.0;20.0;24.0;9976.0;10016.0;1.0;9920.0;24.0;57.0;23.0;83.0;3.0;6.0;72.0;93.0;24.0;59.0;12.0;11.0;17414806;12866;12872;21320;12140
2020-02-26;0.0;0.0;0.0;0.0;1.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;292.0;38.0;49.0;90.0;15.0;10.0;3.0;140.0;15.0;40.0;13.0;24.0;68.0;13.0;3.0;24.0;32.0;30.0;475.0;44.0;86.0;22.0;23.0;9989.0;10048.0;23.0;9915.0;1.0;27.0;2.0;75.0;9.0;7.0;85.0;97.0;3.0;74.0;9.0;6.0;273.0;27.0;30.0;60.0;14.0;20.0;2.0;120.0;12.0;34.0;4.0;2.0;66.0;16.0;3.0;6.0;24.0;23.0;533.0;74.0;104.0;20.0;1.0;9991.0;10055.0;22.0;9918.0;2.0;21.0;1.0;75.0;12.0;7.0;86.0;97.0;6.0;73.0;12.0;6.0;17414806;12866;12872;21320;12140
2020-02-27;1.0;0.0;0.0;0.0;0.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;236.0;18.0;46.0;70.0;20.0;10.0;15.0;120.0;19.0;31.0;12.0;1.0;50.0;23.0;1.0;6.0;9.0;8.0;228.0;83.0;46.0;9.0;15.0;10018.0;10106.0;24.0;9955.0;13.0;59.0;17.0;75.0;21.0;7.0;87.0;94.0;1.0;70.0;21.0;3.0;202.0;12.0;27.0;40.0;5.0;10.0;15.0;100.0;20.0;27.0;1.0;3.0;39.0;24.0;-12.0;6.0;0.0;0.0;196.0;74.0;50.0;14.0;16.0;10020.0;10110.0;24.0;9954.0;13.0;56.0;3.0;75.0;23.0;7.0;89.0;95.0;2.0;80.0;23.0;2.0;17414806;12866;12872;21320;12140
2020-02-28;1.0;0.0;0.0;0.0;5.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;195.0;60.0;71.0;110.0;16.0;40.0;1.0;180.0;18.0;49.0;23.0;3.0;92.0;24.0;9.0;6.0;12.0;11.0;458.0;75.0;120.0;26.0;18.0;10086.0;10148.0;8.0;9966.0;24.0;50.0;20.0;80.0;12.0;7.0;84.0;96.0;21.0;69.0;12.0;6.0;194.0;46.0;50.0;80.0;16.0;20.0;2.0;160.0;17.0;46.0;19.0;4.0;84.0;24.0;-2.0;6.0;14.0;13.0;508.0;66.0;81.0;20.0;18.0;10095.0;10155.0;9.0;9980.0;24.0;32.0;19.0;80.0;12.0;7.0;83.0;95.0;20.0;64.0;14.0;6.0;17414806;12866;12872;21320;12140
2020-02-29;6.0;0.0;0.0;0.0;4.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;208.0;101.0;109.0;130.0;14.0;90.0;3.0;210.0;14.0;84.0;49.0;22.0;121.0;11.0;41.0;24.0;37.0;34.0;543.0;14.0;16.0;8.0;14.0;9890.0;9962.0;1.0;9817.0;13.0;59.0;12.0;81.0;17.0;6.0;77.0;89.0;1.0;63.0;17.0;8.0;208.0;70.0;75.0;100.0;21.0;50.0;5.0;280.0;14.0;87.0;52.0;24.0;126.0;12.0;42.0;24.0;29.0;27.0;512.0;16.0;17.0;13.0;14.0;9901.0;9972.0;1.0;9828.0;13.0;56.0;4.0;80.0;19.0;6.0;75.0;93.0;4.0;63.0;11.0;7.0;17414806;12866;12872;21320;12140
2020-03-01;10.0;0.0;0.0;0.0;8.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;1.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;210.0;95.0;96.0;130.0;2.0;50.0;19.0;200.0;2.0;61.0;38.0;24.0;91.0;12.0;27.0;24.0;57.0;53.0;885.0;2.0;1.0;1.0;14.0;9902.0;9910.0;14.0;9891.0;6.0;57.0;14.0;80.0;13.0;6.0;78.0;89.0;24.0;67.0;13.0;12.0;218.0;67.0;67.0;90.0;2.0;30.0;18.0;180.0;10.0;66.0;46.0;24.0;92.0;13.0;30.0;24.0;44.0;41.0;785.0;0.0;-1.0;-1.0;1.0;9910.0;9917.0;11.0;9903.0;5.0;70.0;24.0;80.0;12.0;7.0;72.0;83.0;24.0;57.0;14.0;10.0;17423980;13598;16202;15740;12910
2020-03-02;18.0;0.0;0.0;0.0;6.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;200.0;24.0;45.0;60.0;4.0;30.0;14.0;90.0;4.0;50.0;18.0;23.0;77.0;14.0;-2.0;24.0;0.0;0.0;253.0;92.0;54.0;13.0;15.0;9902.0;9963.0;24.0;9875.0;13.0;45.0;9.0;70.0;1.0;7.0;91.0;95.0;9.0;84.0;21.0;3.0;195.0;20.0;31.0;50.0;1.0;10.0;16.0;90.0;8.0;55.0;35.0;24.0;78.0;14.0;14.0;24.0;0.0;0.0;244.0;95.0;87.0;17.0;7.0;9905.0;9966.0;24.0;9877.0;13.0;44.0;8.0;70.0;1.0;7.0;90.0;95.0;18.0;83.0;1.0;3.0;17423980;13598;16202;15740;12910
2020-03-03;24.0;0.0;0.0;0.0;14.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;226.0;42.0;48.0;90.0;17.0;20.0;20.0;140.0;17.0;45.0;-3.0;6.0;92.0;14.0;-16.0;6.0;75.0;68.0;969.0;18.0;14.0;5.0;23.0;10017.0;10071.0;24.0;9968.0;1.0;64.0;23.0;80.0;13.0;4.0;84.0;94.0;2.0;65.0;14.0;12.0;223.0;30.0;33.0;60.0;12.0;10.0;19.0;100.0;12.0;44.0;9.0;23.0;88.0;12.0;-9.0;24.0;70.0;64.0;915.0;15.0;27.0;12.0;18.0;10021.0;10076.0;24.0;9972.0;1.0;57.0;18.0;80.0;13.0;3.0;83.0;97.0;20.0;65.0;13.0;11.0;17423980;13598;16202;15740;12910
2020-03-04;38.0;0.0;0.0;0.0;44.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;245.0;27.0;38.0;70.0;12.0;10.0;19.0;100.0;12.0;64.0;33.0;2.0;96.0;13.0;8.0;24.0;84.0;76.0;1033.0;16.0;9.0;5.0;24.0;10083.0;10101.0;11.0;10053.0;24.0;39.0;3.0;80.0;14.0;7.0;80.0;96.0;2.0;59.0;14.0;14.0;228.0;19.0;26.0;40.0;9.0;10.0;18.0;100.0;12.0;65.0;35.0;3.0;105.0;13.0;23.0;6.0;61.0;55.0;907.0;6.0;9.0;5.0;1.0;10086.0;10103.0;11.0;10055.0;24.0;45.0;3.0;81.0;17.0;7.0;79.0;95.0;3.0;59.0;11.0;12.0;17423980;13598;16202;15740;12910
