Date,Confirmed,Recovered,Deaths,NewCases,lockdown_severity,maximum_together,mentality_grade,government_performance,kindergarten_closed,Highschool closed,restaurants_closed_to_everyone,Month,Spring holiday,Passenger transport inc transit,Transit direct,Cargo,Cargo Europe,Cargo Far East,Travel advice Italy updated,Second confirmed case,Third Confirmed case,Stricter social distance rules,Decline in patients,Contact professions closed,DDVEC_S,FHVEC_S,FHXH_S,FHN_S,FHNH_S,FXXH_S,TG_S,TN_S,TNH_S,TXH_S,T10NH_S,SQ_S,DR_S,RH_S,RHXH_S,PG_S,PXH_S,PNH_S,VVN_S,VVNH_S,VVX_S,VVXH_S,NG_S,UG_S,UX_S,UXH_S,UNH_S,FHXH,FHNH,FXXH,TNH,TXH,T10NH,RHX,RHXH,VVN,VVNH,VVXH,UX,UXH,UNH,Population,Children born,Deats total,Immigration,Emmigration
2020-02-23,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,0.0,0.0,0.0,0.0,0.0,1.0,262.0,90.0,11.0,30.0,8.0,11.0,83.0,51.0,24.0,12.0,24.0,7.0,90.0,261.0,8.0,10139.0,24.0,10.0,25.0,7.0,75.0,18.0,7.0,85.0,98.0,7.0,21.0,10.0,8.0,10.0,24.0,13.0,24.0,79.0,8.0,23.0,7.0,15.0,97.0,7.0,21.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,0.0,0.0,0.0,0.0,0.0,1.0,227.0,80.0,15.0,30.0,2.0,14.0,76.0,36.0,2.0,20.0,6.0,0.0,73.0,106.0,14.0,10100.0,1.0,23.0,31.0,12.0,75.0,9.0,8.0,87.0,96.0,11.0,3.0,14.0,1.0,14.0,2.0,22.0,6.0,30.0,16.0,39.0,10.0,9.0,96.0,12.0,1.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,0.0,0.0,0.0,0.0,0.0,1.0,253.0,74.0,10.0,40.0,19.0,8.0,63.0,28.0,22.0,1.0,24.0,66.0,28.0,47.0,22.0,9971.0,1.0,23.0,15.0,22.0,80.0,9.0,5.0,75.0,92.0,22.0,12.0,1.0,18.0,12.0,24.0,1.0,24.0,20.0,24.0,57.0,23.0,3.0,93.0,24.0,12.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-26,0.0,0.0,0.0,1.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,1.0,0.0,0.0,0.0,0.0,1.0,292.0,38.0,15.0,10.0,3.0,15.0,40.0,13.0,24.0,13.0,24.0,32.0,44.0,86.0,23.0,9989.0,23.0,1.0,27.0,2.0,75.0,9.0,7.0,85.0,97.0,3.0,9.0,14.0,2.0,12.0,2.0,16.0,6.0,20.0,1.0,21.0,1.0,12.0,97.0,6.0,12.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-27,1.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,1.0,0.0,0.0,0.0,0.0,1.0,236.0,18.0,20.0,10.0,15.0,19.0,31.0,12.0,1.0,23.0,6.0,9.0,83.0,46.0,15.0,10018.0,24.0,13.0,59.0,17.0,75.0,21.0,7.0,87.0,94.0,1.0,21.0,5.0,15.0,20.0,3.0,24.0,6.0,14.0,16.0,56.0,3.0,23.0,95.0,2.0,23.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-28,1.0,0.0,0.0,5.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,1.0,1.0,0.0,0.0,0.0,1.0,195.0,60.0,16.0,40.0,1.0,18.0,49.0,23.0,3.0,24.0,6.0,12.0,75.0,120.0,18.0,10086.0,8.0,24.0,50.0,20.0,80.0,12.0,7.0,84.0,96.0,21.0,12.0,16.0,2.0,17.0,4.0,24.0,6.0,20.0,18.0,32.0,19.0,12.0,95.0,20.0,14.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-02-29,6.0,0.0,0.0,4.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,200.0,1.0,4719956.0,187.0,116293.0,5521.0,16860.0,1.0,0.0,1.0,0.0,0.0,1.0,208.0,101.0,14.0,90.0,3.0,14.0,84.0,49.0,22.0,11.0,24.0,37.0,14.0,16.0,14.0,9890.0,1.0,13.0,59.0,12.0,81.0,17.0,6.0,77.0,89.0,1.0,17.0,21.0,5.0,14.0,24.0,12.0,24.0,13.0,14.0,56.0,4.0,19.0,93.0,4.0,11.0,17414806.0,12866.0,12872.0,21320.0,12140.0
2020-03-01,10.0,0.0,0.0,8.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,1.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,210.0,95.0,2.0,50.0,19.0,2.0,61.0,38.0,24.0,12.0,24.0,57.0,2.0,1.0,14.0,9902.0,14.0,6.0,57.0,14.0,80.0,13.0,6.0,78.0,89.0,24.0,13.0,2.0,18.0,10.0,24.0,13.0,24.0,-1.0,1.0,70.0,24.0,12.0,83.0,24.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-02,18.0,0.0,0.0,6.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,200.0,24.0,4.0,30.0,14.0,4.0,50.0,18.0,23.0,14.0,24.0,0.0,92.0,54.0,15.0,9902.0,24.0,13.0,45.0,9.0,70.0,1.0,7.0,91.0,95.0,9.0,21.0,1.0,16.0,8.0,24.0,14.0,24.0,17.0,7.0,44.0,8.0,1.0,95.0,18.0,1.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-03,24.0,0.0,0.0,14.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,226.0,42.0,17.0,20.0,20.0,17.0,45.0,-3.0,6.0,14.0,6.0,75.0,18.0,14.0,23.0,10017.0,24.0,1.0,64.0,23.0,80.0,13.0,4.0,84.0,94.0,2.0,14.0,12.0,19.0,12.0,23.0,12.0,24.0,12.0,18.0,57.0,18.0,13.0,97.0,20.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-04,38.0,0.0,0.0,44.0,0.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,245.0,27.0,12.0,10.0,19.0,12.0,64.0,33.0,2.0,13.0,24.0,84.0,16.0,9.0,24.0,10083.0,11.0,24.0,39.0,3.0,80.0,14.0,7.0,80.0,96.0,2.0,14.0,9.0,18.0,12.0,3.0,13.0,6.0,5.0,1.0,45.0,3.0,17.0,95.0,3.0,11.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-05,82.0,0.0,0.0,46.0,3.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,75.0,52.0,15.0,20.0,1.0,16.0,58.0,44.0,2.0,13.0,6.0,0.0,88.0,74.0,21.0,9950.0,1.0,22.0,59.0,1.0,75.0,15.0,8.0,88.0,96.0,2.0,15.0,14.0,1.0,14.0,4.0,13.0,6.0,19.0,19.0,42.0,17.0,15.0,94.0,3.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-06,128.0,0.0,1.0,60.0,3.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,340.0,47.0,15.0,20.0,23.0,15.0,64.0,24.0,24.0,14.0,24.0,31.0,37.0,27.0,1.0,10001.0,24.0,1.0,57.0,4.0,75.0,10.0,7.0,82.0,93.0,1.0,10.0,11.0,24.0,9.0,24.0,13.0,24.0,6.0,1.0,56.0,1.0,22.0,93.0,1.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-07,188.0,0.0,1.0,77.0,3.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,221.0,51.0,12.0,20.0,4.0,13.0,68.0,9.0,6.0,13.0,6.0,73.0,0.0,-1.0,1.0,10153.0,12.0,1.0,65.0,21.0,82.0,15.0,4.0,76.0,90.0,4.0,12.0,13.0,3.0,14.0,5.0,13.0,6.0,0.0,1.0,13.0,5.0,13.0,97.0,5.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-08,265.0,0.0,3.0,56.0,11.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,204.0,80.0,9.0,50.0,19.0,10.0,88.0,70.0,20.0,16.0,24.0,8.0,23.0,109.0,20.0,10080.0,1.0,18.0,50.0,19.0,74.0,16.0,8.0,85.0,93.0,19.0,8.0,10.0,18.0,11.0,6.0,16.0,6.0,2.0,10.0,56.0,10.0,2.0,88.0,19.0,9.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-09,321.0,0.0,3.0,61.0,19.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,237.0,62.0,24.0,40.0,3.0,24.0,78.0,59.0,3.0,12.0,6.0,54.0,20.0,22.0,24.0,10100.0,17.0,24.0,60.0,3.0,75.0,10.0,7.0,82.0,92.0,3.0,12.0,24.0,7.0,24.0,6.0,12.0,6.0,14.0,24.0,59.0,23.0,13.0,91.0,7.0,11.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-10,382.0,0.0,4.0,121.0,19.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,236.0,106.0,19.0,70.0,24.0,21.0,105.0,66.0,1.0,16.0,6.0,0.0,138.0,111.0,1.0,10026.0,24.0,4.0,35.0,2.0,67.0,14.0,8.0,91.0,96.0,4.0,23.0,1.0,23.0,17.0,3.0,19.0,6.0,21.0,1.0,36.0,22.0,16.0,95.0,9.0,18.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-11,503.0,0.0,5.0,0.0,48.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,237.0,74.0,23.0,30.0,3.0,20.0,108.0,91.0,7.0,13.0,12.0,59.0,52.0,35.0,2.0,10082.0,11.0,24.0,45.0,22.0,80.0,13.0,8.0,84.0,96.0,2.0,13.0,23.0,3.0,23.0,2.0,14.0,6.0,23.0,2.0,36.0,23.0,11.0,96.0,3.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-12,503.0,0.0,5.0,301.0,48.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,245.0,118.0,3.0,100.0,18.0,15.0,86.0,51.0,15.0,1.0,18.0,92.0,2.0,2.0,15.0,10074.0,12.0,3.0,62.0,19.0,81.0,6.0,4.0,66.0,81.0,3.0,10.0,1.0,18.0,5.0,8.0,2.0,12.0,19.0,5.0,60.0,7.0,5.0,86.0,1.0,11.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-13,804.0,0.0,10.0,155.0,48.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,271.0,63.0,1.0,10.0,20.0,1.0,68.0,13.0,24.0,11.0,24.0,28.0,11.0,14.0,3.0,10158.0,23.0,2.0,57.0,9.0,75.0,13.0,7.0,79.0,93.0,24.0,1.0,2.0,19.0,11.0,24.0,12.0,24.0,19.0,13.0,3.0,24.0,7.0,98.0,23.0,1.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-14,959.0,2.0,12.0,176.0,61.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,163.0,51.0,13.0,20.0,1.0,14.0,70.0,5.0,2.0,15.0,6.0,55.0,6.0,2.0,21.0,10179.0,1.0,24.0,9.0,6.0,82.0,16.0,7.0,83.0,98.0,6.0,15.0,12.0,1.0,13.0,3.0,15.0,6.0,5.0,22.0,0.0,4.0,16.0,99.0,2.0,15.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-15,1135.0,2.0,20.0,278.0,66.0,3.0,7.0,8.0,0.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,193.0,62.0,11.0,30.0,21.0,12.0,94.0,79.0,1.0,11.0,24.0,3.0,0.0,-1.0,1.0,10116.0,1.0,17.0,60.0,7.0,75.0,10.0,8.0,80.0,90.0,1.0,18.0,12.0,22.0,11.0,1.0,17.0,24.0,0.0,1.0,66.0,7.0,11.0,89.0,6.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-16,1413.0,2.0,24.0,292.0,66.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,267.0,25.0,1.0,10.0,3.0,1.0,71.0,28.0,4.0,13.0,6.0,67.0,0.0,0.0,1.0,10202.0,24.0,1.0,47.0,3.0,78.0,13.0,4.0,85.0,98.0,4.0,12.0,12.0,4.0,14.0,24.0,13.0,24.0,0.0,1.0,29.0,5.0,14.0,98.0,4.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-17,1705.0,2.0,43.0,346.0,66.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,217.0,57.0,15.0,30.0,1.0,14.0,83.0,25.0,1.0,15.0,6.0,70.0,0.0,0.0,1.0,10274.0,12.0,3.0,56.0,2.0,83.0,16.0,7.0,71.0,97.0,2.0,16.0,11.0,1.0,11.0,1.0,14.0,6.0,0.0,1.0,4.0,1.0,18.0,98.0,1.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-18,2051.0,2.0,58.0,409.0,74.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,231.0,58.0,10.0,40.0,23.0,10.0,98.0,64.0,3.0,15.0,6.0,15.0,0.0,0.0,1.0,10250.0,1.0,19.0,56.0,24.0,83.0,1.0,8.0,77.0,95.0,24.0,1.0,10.0,19.0,10.0,5.0,12.0,24.0,0.0,1.0,70.0,21.0,1.0,87.0,21.0,1.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-19,2460.0,2.0,76.0,534.0,74.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,40.0,34.0,15.0,20.0,3.0,16.0,82.0,73.0,24.0,13.0,24.0,6.0,0.0,-1.0,1.0,10260.0,10.0,1.0,2.0,3.0,75.0,14.0,8.0,86.0,99.0,1.0,15.0,15.0,5.0,17.0,24.0,1.0,24.0,0.0,1.0,16.0,4.0,19.0,98.0,4.0,20.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-20,2994.0,2.0,106.0,637.0,74.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,61.0,15.0,40.0,1.0,15.0,69.0,49.0,24.0,14.0,24.0,11.0,0.0,0.0,1.0,10283.0,21.0,4.0,67.0,6.0,80.0,15.0,7.0,77.0,87.0,24.0,15.0,11.0,1.0,15.0,23.0,15.0,24.0,-1.0,1.0,67.0,24.0,15.0,87.0,24.0,15.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-21,3631.0,2.0,136.0,573.0,74.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0,77.0,14.0,60.0,1.0,13.0,53.0,15.0,6.0,13.0,6.0,111.0,0.0,0.0,1.0,10293.0,5.0,16.0,70.0,1.0,83.0,3.0,1.0,60.0,85.0,1.0,17.0,13.0,4.0,14.0,6.0,14.0,6.0,0.0,1.0,68.0,1.0,17.0,88.0,2.0,17.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-22,4204.0,2.0,179.0,545.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,0.0,0.0,1.0,91.0,65.0,9.0,50.0,4.0,14.0,50.0,5.0,6.0,15.0,6.0,111.0,0.0,0.0,1.0,10309.0,23.0,3.0,80.0,4.0,83.0,1.0,0.0,51.0,67.0,5.0,15.0,11.0,3.0,13.0,6.0,14.0,6.0,0.0,1.0,75.0,4.0,7.0,71.0,4.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-23,4749.0,2.0,213.0,811.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,117.0,57.0,9.0,40.0,1.0,9.0,48.0,-3.0,6.0,16.0,6.0,113.0,0.0,0.0,1.0,10318.0,8.0,17.0,80.0,13.0,83.0,1.0,0.0,45.0,62.0,5.0,15.0,8.0,19.0,9.0,6.0,15.0,24.0,0.0,1.0,78.0,13.0,1.0,59.0,5.0,17.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-24,5560.0,2.0,276.0,852.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,133.0,49.0,11.0,30.0,20.0,11.0,58.0,4.0,6.0,14.0,6.0,115.0,0.0,0.0,1.0,10300.0,7.0,17.0,80.0,11.0,83.0,1.0,2.0,42.0,56.0,5.0,15.0,14.0,21.0,14.0,24.0,15.0,24.0,0.0,1.0,75.0,21.0,1.0,72.0,21.0,16.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-25,6412.0,3.0,356.0,1019.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,88.0,40.0,21.0,30.0,1.0,22.0,63.0,-3.0,4.0,15.0,6.0,115.0,0.0,0.0,1.0,10268.0,8.0,17.0,78.0,8.0,83.0,1.0,2.0,42.0,59.0,1.0,15.0,16.0,1.0,16.0,5.0,15.0,6.0,0.0,1.0,70.0,1.0,18.0,86.0,3.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-26,7431.0,3.0,434.0,1172.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,65.0,51.0,14.0,30.0,6.0,14.0,66.0,10.0,6.0,15.0,6.0,115.0,0.0,0.0,1.0,10239.0,8.0,16.0,71.0,10.0,83.0,2.0,1.0,46.0,63.0,24.0,11.0,11.0,1.0,16.0,6.0,15.0,6.0,0.0,1.0,72.0,12.0,1.0,54.0,24.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-27,8603.0,3.0,546.0,1159.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,43.0,65.0,15.0,40.0,1.0,13.0,82.0,37.0,6.0,16.0,6.0,117.0,0.0,0.0,1.0,10221.0,1.0,16.0,63.0,19.0,75.0,15.0,0.0,61.0,73.0,23.0,13.0,16.0,1.0,13.0,6.0,15.0,6.0,0.0,1.0,63.0,22.0,11.0,72.0,24.0,15.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-28,9762.0,3.0,639.0,1104.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0,71.0,14.0,60.0,3.0,15.0,73.0,42.0,23.0,13.0,24.0,108.0,0.0,-1.0,1.0,10260.0,22.0,1.0,60.0,6.0,74.0,13.0,3.0,69.0,78.0,5.0,11.0,15.0,1.0,23.0,23.0,12.0,6.0,-1.0,1.0,62.0,23.0,15.0,73.0,5.0,11.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-29,10866.0,250.0,771.0,884.0,77.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,81.0,10.0,20.0,24.0,11.0,45.0,-12.0,24.0,12.0,24.0,116.0,1.0,1.0,1.0,10330.0,20.0,2.0,64.0,4.0,83.0,17.0,3.0,54.0,79.0,4.0,15.0,9.0,24.0,9.0,24.0,12.0,24.0,-1.0,1.0,64.0,4.0,18.0,75.0,2.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-30,11750.0,250.0,864.0,845.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,333.0,30.0,14.0,10.0,3.0,17.0,43.0,-21.0,1.0,13.0,6.0,47.0,11.0,12.0,18.0,10308.0,1.0,16.0,62.0,9.0,80.0,15.0,6.0,78.0,89.0,24.0,13.0,11.0,1.0,17.0,3.0,15.0,6.0,16.0,16.0,58.0,16.0,14.0,94.0,6.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-03-31,12595.0,250.0,1039.0,1019.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,300.0,0.0,2476512.0,140.0,120481.0,9600.0,20476.0,1.0,0.0,0.0,1.0,0.0,1.0,45.0,40.0,8.0,10.0,24.0,11.0,45.0,11.0,5.0,15.0,24.0,119.0,0.0,0.0,1.0,10307.0,9.0,24.0,70.0,1.0,83.0,7.0,0.0,63.0,88.0,1.0,13.0,9.0,24.0,9.0,24.0,14.0,24.0,0.0,1.0,65.0,1.0,9.0,92.0,2.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-01,13614.0,250.0,1173.0,1083.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,265.0,19.0,13.0,10.0,1.0,13.0,41.0,-17.0,2.0,13.0,6.0,25.0,0.0,0.0,1.0,10220.0,1.0,24.0,65.0,2.0,83.0,10.0,6.0,77.0,93.0,6.0,10.0,13.0,3.0,13.0,5.0,13.0,6.0,0.0,1.0,65.0,1.0,9.0,95.0,6.0,14.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-02,14697.0,250.0,1339.0,1026.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,248.0,59.0,12.0,20.0,2.0,12.0,79.0,34.0,1.0,11.0,6.0,50.0,0.0,-1.0,1.0,10128.0,1.0,18.0,63.0,19.0,81.0,10.0,7.0,75.0,88.0,1.0,11.0,15.0,1.0,17.0,1.0,12.0,6.0,-1.0,1.0,57.0,1.0,16.0,95.0,2.0,12.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-03,15723.0,250.0,1487.0,904.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,287.0,30.0,15.0,10.0,4.0,14.0,64.0,10.0,24.0,10.0,24.0,34.0,6.0,19.0,8.0,10166.0,24.0,1.0,60.0,5.0,81.0,15.0,6.0,76.0,93.0,4.0,14.0,12.0,5.0,14.0,24.0,12.0,24.0,-1.0,1.0,60.0,7.0,16.0,95.0,24.0,15.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-04,16627.0,250.0,1651.0,1224.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,157.0,36.0,13.0,20.0,3.0,12.0,89.0,14.0,1.0,15.0,6.0,108.0,0.0,0.0,1.0,10231.0,10.0,1.0,70.0,1.0,83.0,18.0,2.0,55.0,87.0,1.0,13.0,13.0,1.0,13.0,2.0,15.0,6.0,0.0,1.0,50.0,4.0,18.0,95.0,1.0,16.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-05,17851.0,250.0,1766.0,952.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,130.0,61.0,12.0,40.0,1.0,11.0,134.0,52.0,5.0,15.0,6.0,123.0,0.0,0.0,1.0,10191.0,1.0,23.0,71.0,7.0,83.0,1.0,0.0,45.0,67.0,4.0,15.0,13.0,1.0,13.0,5.0,15.0,6.0,0.0,1.0,71.0,9.0,19.0,77.0,4.0,18.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-06,18803.0,250.0,1867.0,777.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,214.0,40.0,15.0,20.0,23.0,14.0,131.0,64.0,24.0,13.0,24.0,87.0,0.0,-1.0,1.0,10194.0,24.0,4.0,57.0,24.0,82.0,1.0,2.0,63.0,94.0,24.0,12.0,10.0,21.0,17.0,24.0,14.0,24.0,1.0,18.0,66.0,24.0,1.0,90.0,24.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
2020-04-07,19580.0,250.0,2101.0,969.0,84.0,3.0,7.0,8.0,1.0,1.0,1.0,400.0,0.0,126877.0,862.0,93255.0,8656.0,16580.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,25.0,15.0,0.0,3.0,17.0,123.0,45.0,5.0,13.0,6.0,121.0,0.0,0.0,1.0,10299.0,10.0,1.0,3.0,3.0,82.0,19.0,5.0,68.0,98.0,2.0,12.0,10.0,3.0,14.0,5.0,15.0,6.0,0.0,1.0,2.0,2.0,19.0,99.0,3.0,13.0,17423980.0,13598.0,16202.0,15740.0,12910.0
